word,sentiment,weight,freq_corpus
facility,positive,1.601,213
facing,negative,1.808,586
fact,positive,2.277,5778
factor,negative,1.814,603
factories,positive,1.378,71
factors,negative,1.769,484
factory,positive,1.536,155
facts,positive,2.068,2085
factual,positive,1.518,142
fades,negative,1.391,76
failed,negative,1.993,1443
failing,negative,1.766,478
fails,negative,1.607,219
failure,negative,1.947,1154
failures,negative,1.549,165
fair,positive,2.051,1915
fairly,positive,1.766,476
faith,positive,1.782,516
fake,negative,2.053,1934
fall,negative,1.927,1048
fallen,negative,1.67,299
falling,negative,1.825,635
falls,negative,1.64,258
false,negative,1.988,1411
familiar,positive,1.543,160
families,positive,1.98,1359
family,positive,2.338,7771
famous,positive,1.556,171
fan,positive,1.854,734
fanatic,negative,1.407,82
fanatics,negative,1.667,294
fancy,positive,1.667,294
fans,positive,1.993,1444
fantastic,positive,1.852,726
far,negative,2.34,7848
farce,negative,1.592,204
fascinating,positive,1.623,237
fascism,negative,1.647,267
fascist,negative,1.66,284
fascists,negative,1.505,133
fat,negative,1.819,617
fatal,negative,1.693,334
fatalities,negative,1.518,142
fatality,negative,1.551,167
father,positive,1.805,578
fatigue,negative,1.866,777
fauci,negative,1.929,1056
fault,negative,1.888,866
favour,positive,1.846,706
favourite,positive,1.77,486
fda,positive,2.023,1674
fear,negative,2.164,3324
fears,negative,1.81,591
featuring,positive,1.5,130
federal,ambiguous,1.672,301
fee,negative,1.5,130
feed,positive,1.761,465
feedback,positive,1.496,127
feeding,positive,1.545,162
feel,ambiguous,2.382,9630
feeling,ambiguous,2.215,4265
feelings,ambiguous,1.568,181
feels,ambiguous,2.016,1619
fella,positive,1.631,247
fellow,positive,1.755,453
felt,ambiguous,2.187,3712
fertility,positive,1.459,106
festive,positive,1.839,680
fever,negative,1.945,1145
feverish,negative,1.463,108
fewer,negative,1.83,651
FFP2,positive,0.5,0
fight,negative,2.121,2698
fighting,negative,1.906,947
fights,negative,1.518,142
figure,negative,1.936,1092
figured,negative,1.487,122
figures,negative,2.117,2646
fill,positive,1.731,403
filled,positive,1.724,389
filling,positive,1.914,984
filter,negative,1.449,101
filters,negative,1.669,297
filtration,negative,1.545,162
final,positive,1.908,953
finally,positive,2.083,2240
finance,negative,1.54,158
financial,negative,1.855,737
financially,negative,1.614,227
find,positive,2.326,7331
finding,positive,1.796,552
findings,positive,1.665,291
finds,positive,1.703,351
fine,ambiguous,2.278,5801
fined,negative,1.639,256
fines,negative,1.659,283
finish,positive,1.723,386
finished,positive,1.829,650
fire,negative,1.885,855
fired,negative,1.628,243
first,positive,2.597,27405
firstly,positive,1.569,182
fitness,positive,1.644,263
fits,positive,1.561,175
fixed,positive,1.577,189
flash,negative,1.494,126
flatten,positive,1.605,217
flawed,negative,1.633,249
flexed,positive,1.477,116
flu,negative,2.456,13804
fluids,negative,1.451,102
fly,ambiguous,1.782,516
flying,ambiguous,1.743,427
focus,positive,1.912,974
focused,positive,1.65,271
focusing,positive,1.569,182
foil,negative,1.559,173
fold,negative,1.683,318
folded,negative,1.548,164
folk,positive,1.963,1247
folks,positive,1.974,1315
follow,positive,2.152,3140
followed,positive,1.946,1149
followers,positive,1.823,630
following,positive,2.16,3258
follows,positive,1.759,460
food,positive,2.027,1702
fool,negative,1.721,383
fooled,negative,1.527,148
fools,negative,1.72,381
force,negative,2.065,2050
forced,negative,2.105,2497
forces,negative,1.689,327
forcing,negative,1.911,966
forever,positive,1.956,1205
forget,negative,2.039,1808
forgetting,negative,1.572,185
forgive,positive,1.482,119
forgot,negative,1.768,483
forgotten,negative,1.698,342
form,negative,2.009,1558
former,negative,1.88,831
forms,negative,1.625,239
fortunate,positive,1.577,189
fortunately,positive,1.632,248
forward,negative,2.122,2709
fought,negative,1.594,206
found,positive,2.136,2896
foundation,positive,1.63,246
fraction,negative,1.553,168
fragile,negative,1.497,128
frame,positive,1.474,114
frankly,positive,1.666,293
fraud,negative,1.737,415
freaks,negative,1.412,84
free,positive,2.314,6924
freedom,positive,2.181,3612
freedoms,positive,1.867,781
freely,positive,1.663,289
freezing,negative,1.63,245
frequent,ambiguous,1.512,138
frequently,ambiguous,1.535,154
fresh,positive,1.817,611
friend,positive,2.141,2966
friendly,positive,1.743,427
friends,positive,2.239,4786
frightened,negative,1.563,177
frightening,negative,1.544,161
front,negative,1.955,1200
frontline,negative,1.742,424
frost,negative,1.679,312
frustrated,negative,1.567,180
frustrating,negative,1.663,288
frustration,negative,1.525,147
fuck,negative,2.197,3903
fucked,negative,1.895,896
fuckin,negative,1.644,263
fucking,negative,2.191,3797
fucks,negative,1.583,195
fuel,positive,1.618,232
fuelled,positive,1.612,225
full,positive,2.342,7924
fully,positive,2.279,5817
fun,positive,1.988,1410
fund,positive,1.74,420
fundamental,positive,1.642,260
fundamentally,positive,1.47,112
funded,positive,1.797,554
funding,positive,1.862,761
funds,positive,1.603,215
funeral,negative,1.686,322
funerals,negative,1.445,99
funny,positive,2.002,1510
furious,negative,1.633,249
fury,negative,1.541,159
future,positive,2.068,2083
gain,positive,1.808,586
gained,positive,1.571,184
gamble,negative,1.57,183
game,negative,2.186,3709
games,negative,2.075,2151
gang,negative,1.591,203
gap,negative,1.703,350
garbage,negative,1.61,223
gas,negative,1.582,194
gates,ambiguous,1.924,1033
gather,positive,1.653,275
gathering,positive,1.817,612
gatherings,positive,1.762,467
gay,positive,1.661,285
gene,negative,1.969,1283
generation,positive,1.731,403
genes,negative,1.464,109
genetherapy,negative,1.125,20
genetic,negative,1.714,371
genius,positive,1.601,213
genocide,negative,1.756,454
genome,negative,1.434,94
genuine,positive,1.814,602
genuinely,positive,1.915,988
getvaccinated,positive,1.702,349
getvaxed,positive,1.357,64
getvaxxed,positive,1.326,55
gifts,positive,1.549,165
give,ambiguous,2.245,4938
given,ambiguous,2.298,6402
gives,ambiguous,2.045,1863
giving,ambiguous,2.155,3180
glad,positive,2.064,2039
global,ambiguous,2.116,2635
globalist,negative,1.496,127
globally,ambiguous,1.779,508
globe,positive,1.646,265
gloom,negative,1.497,128
goals,positive,1.605,217
gold,positive,1.604,216
gone,ambiguous,2.13,2821
good,positive,2.499,17025
goodbye,negative,1.592,204
goodness,positive,1.717,375
gorgeous,positive,1.693,334
goverment,negative,1.494,126
government,negative,2.449,13316
governments,negative,2.08,2210
govs,negative,1.503,132
govts,negative,1.695,337
gps,negative,1.862,763
grab,ambiguous,1.853,731
grade,positive,1.5,130
grandparents,positive,1.525,147
granted,positive,1.637,254
graph,positive,1.788,530
graphene,negative,1.579,191
graphic,positive,1.502,131
graphs,positive,1.527,148
grasp,ambiguous,1.61,223
grateful,positive,1.965,1260
graves,negative,1.786,525
great,positive,2.32,7113
greater,positive,1.956,1204
greatest,positive,1.712,366
greatly,positive,1.676,308
greed,negative,1.545,162
grew,positive,1.503,132
grifters,negative,1.508,135
grim,negative,1.638,255
grinning,positive,1.629,244
ground,positive,1.847,710
grounds,positive,1.661,286
grow,positive,1.811,595
growing,positive,1.811,594
grown,positive,1.609,222
growth,positive,1.674,305
guarantee,positive,1.789,534
guaranteed,positive,1.61,223
guarantees,positive,1.457,105
guard,positive,1.556,171
guests,positive,1.609,222
guidance,positive,1.9,918
guide,positive,1.599,211
guidelines,positive,1.836,673
guilty,negative,1.636,253
guinea,negative,1.573,186
gun,negative,1.569,182
gut,negative,1.551,167
gutted,negative,1.645,264
guy,positive,2.085,2261
guys,positive,1.98,1353
gvt,negative,1.63,246
haha,positive,1.84,686
half,ambiguous,2.145,3036
halt,negative,1.625,240
hand,positive,2.043,1840
handed,positive,1.555,170
handful,positive,1.546,163
handle,positive,1.736,413
handling,positive,1.643,261
hands,positive,2.031,1737
hang,negative,1.709,362
hanging,negative,1.639,257
hangover,negative,1.614,227
happen,ambiguous,2.128,2795
happened,ambiguous,2.099,2423
happening,ambiguous,2.045,1860
happens,ambiguous,2.011,1574
happily,positive,1.754,450
happiness,positive,1.599,211
happy,positive,2.291,6163
hard,negative,2.244,4907
harder,negative,1.83,652
hardest,negative,1.502,131
hardly,negative,1.89,872
harm,negative,1.999,1487
harmed,negative,1.528,149
harmful,negative,1.767,479
harmless,negative,1.559,173
harms,negative,1.686,323
harsh,negative,1.581,193
hasn't,negative,0.5,0
hate,negative,2.044,1854
hatred,negative,1.553,168
haven't,negative,0.5,0
headache,negative,1.99,1425
headaches,negative,1.67,299
headed,positive,1.528,149
heading,positive,1.857,745
headline,ambiguous,1.765,475
headlines,ambiguous,1.75,441
healing,positive,1.492,125
health,positive,2.471,14874
healthcare,positive,2.058,1984
healthier,positive,1.562,176
healthy,positive,2.208,4117
heart,positive,2.251,5093
heartbreaking,negative,1.548,164
hearts,positive,1.574,187
heavily,negative,1.674,305
heavy,negative,1.906,944
heck,negative,1.489,123
hell,negative,2.055,1957
hello,positive,1.746,433
help,positive,2.377,9407
helped,positive,1.984,1385
helpful,positive,1.782,517
helpine,positive,0.5,0
helping,positive,1.984,1383
helpline,positive,1.658,281
helps,positive,2.025,1690
hepatitis,negative,1.581,193
herd,negative,1.994,1450
hero,positive,1.65,271
heroes,positive,1.695,338
hesitancy,negative,1.92,1011
hesitant,negative,1.811,595
hidden,negative,1.664,290
hide,negative,1.794,547
hiding,negative,1.752,446
high,ambiguous,2.309,6758
higher,ambiguous,2.181,3604
highest,ambiguous,2.037,1786
highlight,positive,1.614,227
highlighted,positive,1.517,141
highlighting,positive,1.548,164
highlights,positive,1.667,294
highly,negative,1.978,1340
highrisk,negative,1.494,126
hilarious,ambiguous,1.663,288
hint,positive,1.549,165
hit,negative,2.158,3230
hitler,negative,1.497,128
hits,negative,1.802,569
hitting,negative,1.732,404
hiv,negative,1.783,518
hoax,negative,1.695,337
hold,positive,2.001,1500
holding,positive,1.854,735
holds,positive,1.619,233
hole,negative,1.712,367
holes,negative,1.508,135
holiday,positive,2.001,1505
holidays,positive,1.904,935
holocaust,negative,1.539,157
holy,positive,1.624,238
home,positive,2.343,7949
homeless,negative,1.788,530
homes,positive,1.935,1086
honest,positive,1.958,1219
honestly,positive,2.03,1733
honesty,positive,1.52,143
honey,positive,1.474,114
honour,positive,1.561,175
hope,positive,2.391,10063
hoped,positive,1.624,238
hopeful,positive,1.602,214
hopefully,positive,2.119,2670
hopes,positive,1.643,262
hoping,positive,2.051,1913
horrendous,negative,1.666,293
horrible,negative,1.87,794
horrific,negative,1.682,316
horror,negative,2.171,3449
hosp,positive,1.623,237
hospital,positive,2.449,13318
hospitalisation,negative,2.063,2034
hospitalisations,negative,2.095,2371
hospitalised,negative,2.009,1563
hospitality,positive,1.968,1281
hospitalization,negative,1.782,516
hospitalizations,negative,1.83,652
hospitalized,negative,1.743,427
hospitals,positive,2.181,3618
host,positive,1.724,388
hosts,positive,1.52,143
hot,ambiguous,1.855,738
hotel,negative,1.688,326
house,positive,2.166,3354
housebound,negative,1.556,171
household,negative,1.802,570
houses,positive,1.576,188
human,positive,2.108,2527
humanity,positive,1.829,648
humans,positive,1.862,764
hunger,negative,1.496,127
hungry,negative,1.581,193
hunt,negative,1.609,221
hurt,negative,1.85,718
hurting,negative,1.539,157
hurts,negative,1.709,362
husband,positive,1.94,1114
hydroxychloroquine,ambiguous,1.529,150
hygiene,positive,1.534,153
hypocrisy,negative,1.669,297
hypocrite,negative,1.566,179
hypocrites,negative,1.482,119
hypocritical,negative,1.524,146
hysteria,negative,1.708,360
ibuprofen,positive,1.515,140
ice,negative,1.618,231
idea,positive,2.159,3238
ideal,positive,1.628,243
ideas,positive,1.689,328
identified,positive,1.636,253
identify,positive,1.662,287
identity,positive,1.545,162
ideology,negative,1.541,159
idiocy,negative,1.494,126
idiot,negative,1.947,1153
idiotic,negative,1.601,213
idiots,negative,2.063,2031
ignorance,negative,1.782,516
ignorant,negative,1.808,585
ignore,negative,1.972,1301
ignored,negative,1.837,674
ignoring,negative,1.832,657
ill,negative,2.381,9587
illegal,negative,1.798,558
illicit,negative,1.143,22
illicitly,negative,0.5,0
illness,negative,2.198,3928
illnesses,negative,1.822,628
imagine,positive,2.093,2347
immediate,ambiguous,1.769,485
immediately,ambiguous,1.896,899
imminent,ambiguous,1.582,194
immoral,negative,1.749,440
immune,positive,2.303,6561
immunisation,positive,1.627,242
immunity,positive,2.399,10440
immunized,positive,1.35,62
immuno,negative,1.461,107
immunocompromised,negative,1.779,508
immunological,positive,1.481,118
immunologist,positive,1.515,140
immunology,positive,1.596,208
immunosuppressed,negative,1.74,420
impact,negative,2.106,2501
impacted,negative,1.638,255
impacts,negative,1.675,306
impending,negative,1.557,172
imperial,negative,1.618,232
impfpflicht,negative,1.528,149
implant,negative,1.523,145
implants,negative,1.347,61
implement,positive,1.688,326
implemented,positive,1.668,295
implementing,positive,1.573,186
implications,negative,1.632,248
implies,negative,1.464,109
imply,negative,1.51,136
implying,negative,1.492,125
importance,ambiguous,1.716,373
important,ambiguous,2.196,3894
importantly,ambiguous,1.624,238
impose,negative,1.821,624
imposed,negative,1.777,504
imposes,negative,1.463,108
imposing,negative,1.657,280
impossible,negative,1.893,887
impressed,positive,1.568,181
impression,positive,1.573,186
impressive,positive,1.496,127
improve,positive,1.811,593
improved,positive,1.668,295
improvement,positive,1.521,144
improves,positive,1.487,122
improving,positive,1.568,181
inaccurate,negative,1.56,174
inactivated,negative,1.531,151
inadequate,negative,1.494,126
incentive,positive,1.399,79
incentives,positive,1.492,125
incidence,negative,1.67,298
incident,negative,1.58,192
include,positive,1.898,908
included,positive,1.795,550
includes,positive,1.81,591
including,positive,2.19,3776
incoming,positive,1.679,312
incompetence,negative,1.637,254
incompetent,negative,1.661,285
inconvenience,negative,1.562,176
incorrect,negative,1.733,406
increase,ambiguous,2.106,2506
increased,ambiguous,1.975,1325
increases,ambiguous,1.845,702
increasing,ambiguous,1.851,724
increasingly,ambiguous,1.659,283
incredible,ambiguous,1.848,711
incredibly,ambiguous,1.855,738
indeed,positive,1.95,1173
indefinitely,negative,1.512,138
independent,positive,1.913,976
independentsage,positive,1.569,182
industries,negative,1.535,154
industry,ambiguous,1.89,874
ineffective,negative,1.661,285
inequality,negative,1.624,238
inequity,negative,1.559,173
inevitable,negative,1.832,660
inevitably,negative,1.566,179
infect,negative,1.843,696
infected,negative,2.141,2972
infecting,negative,1.68,313
infection,negative,2.362,8725
infections,negative,2.139,2940
infectiontransmission,negative,1.125,20
infectious,negative,1.913,979
infects,negative,1.409,83
inflammation,negative,1.736,413
inflation,negative,1.625,240
influence,ambiguous,1.691,330
influenced,ambiguous,1.463,108
influenza,negative,1.78,510
info,positive,2.13,2813
inform,positive,1.668,295
information,positive,2.192,3808
informed,positive,1.949,1165
inject,positive,1.793,545
injected,positive,1.855,736
injecting,positive,1.675,306
injection,positive,1.986,1394
injections,positive,1.91,962
injured,negative,1.933,1078
injuries,negative,2.134,2875
injury,negative,1.978,1340
innate,positive,1.539,157
innovation,positive,1.632,248
inoculated,negative,1.409,83
inoculations,negative,1.539,157
inquiry,negative,1.717,375
insane,negative,1.819,617
insanity,negative,1.65,271
insist,negative,1.693,334
insomnia,negative,1.416,86
inspiration,positive,1.563,177
instinct,positive,1.363,66
institute,positive,1.614,227
institutions,positive,1.51,136
instructions,positive,1.577,189
insulin,negative,1.421,88
insult,negative,1.588,200
insurance,positive,1.722,385
integrity,positive,1.603,215
intelligence,positive,1.658,281
intelligent,positive,1.711,364
intended,negative,1.619,233
intense,negative,1.523,145
intensive,negative,1.764,472
intention,negative,1.536,155
intentionally,negative,1.477,116
interact,positive,1.421,88
interaction,positive,1.491,124
interest,positive,1.885,855
interested,positive,1.906,943
interesting,positive,2.078,2182
interestingly,positive,1.451,102
interests,positive,1.707,357
interpret,ambiguous,1.399,79
interpretation,ambiguous,1.441,97
intervention,negative,1.658,281
interventions,negative,1.643,261
intramuscular,negative,1.315,52
introduce,positive,1.757,457
introduced,positive,1.84,686
introducing,positive,1.584,196
introduction,positive,1.883,843
invent,positive,1.725,390
invented,positive,1.9,917
inventor,positive,1.965,1258
invest,positive,1.6,212
invested,positive,1.607,219
investigate,negative,1.668,296
investigation,negative,1.72,382
investing,ambiguous,1.52,143
investment,positive,1.684,319
investors,positive,1.474,114
invincible,positive,1.496,127
invite,positive,1.632,248
invited,positive,1.666,292
involved,positive,1.93,1064
involving,ambiguous,1.553,168
ironic,negative,1.597,209
ironically,negative,1.525,147
irony,negative,1.708,360
irrelevant,negative,1.805,576
irrespective,negative,1.391,76
irresponsible,negative,1.758,459
irreversible,negative,1.535,154
isn't,negative,0.5,0
isolate,negative,2.013,1592
isolated,negative,1.771,488
isolating,negative,1.974,1315
isolation,negative,2.126,2760
issue,negative,2.167,3373
issued,negative,1.67,299
issues,negative,2.202,3994
ivermectin,ambiguous,1.853,730
jab,positive,2.73,52471
jabbed,positive,2.301,6489
jabbers,positive,1.6,212
jabbing,positive,1.742,424
jabby,positive,1.437,95
jabs,positive,2.426,11950
jail,negative,1.695,337
janssen,ambiguous,1.629,244
job,positive,2.21,4171
jobs,positive,1.953,1189
join,positive,2.016,1615
joined,positive,1.726,393
joining,positive,1.626,241
joint,positive,1.655,278
joints,positive,1.445,99
joke,ambiguous,1.977,1339
joking,ambiguous,1.55,166
journal,positive,1.666,293
journalism,positive,1.574,187
journalist,positive,1.662,287
journalists,positive,1.644,263
joy,positive,1.982,1371
judge,negative,1.808,586
judgement,negative,1.591,203
judging,negative,1.576,188
junkies,negative,1.407,82
justice,positive,1.661,285
justification,negative,1.649,269
justified,negative,1.605,217
justify,negative,1.828,646
keen,positive,1.712,366
keep,negative,2.383,9671
keeping,negative,1.996,1464
keeps,negative,1.879,828
kept,negative,1.94,1115
key,positive,2.002,1506
kick,negative,1.819,619
kicked,negative,1.784,521
kicking,negative,1.778,506
kickout,negative,1.523,145
kicks,negative,1.52,143
kid,positive,1.838,677
kidney,negative,1.577,189
kids,positive,2.298,6387
kill,negative,2.082,2226
killed,negative,1.999,1489
killer,negative,1.692,332
killers,negative,1.397,78
killing,negative,1.993,1444
kills,negative,1.873,806
kind,positive,2.086,2269
kindly,positive,1.529,150
kindness,positive,1.539,157
kinds,positive,1.541,159
king,positive,1.68,313
kings,positive,1.489,123
knew,positive,2.02,1644
knock,negative,1.717,375
knocked,negative,1.84,685
knocking,negative,1.585,197
knowing,positive,1.93,1060
knowledge,positive,1.895,895
known,positive,2.052,1923
knows,positive,2.104,2484
ko,negative,1.579,191
lab,ambiguous,1.877,821
laboratory,ambiguous,1.472,113
labos,ambiguous,1.366,67
labour,ambiguous,2.01,1566
labs,ambiguous,1.489,123
lack,negative,2.05,1911
lad,positive,1.732,405
lads,positive,1.699,344
lady,positive,1.804,575
lag,negative,1.604,216
lancet,positive,1.54,158
large,positive,2.06,2000
largely,positive,1.789,534
larger,positive,1.667,294
largest,positive,1.658,282
lasted,negative,1.738,417
lasting,positive,1.712,366
lasts,positive,1.753,447
late,negative,2.143,3009
lately,negative,1.609,221
later,negative,2.145,3035
lateral,negative,2.058,1984
latest,negative,2.134,2879
latter,negative,1.655,277
laugh,positive,1.803,572
laughable,negative,1.576,188
laughing,negative,2.204,4049
launch,positive,1.562,176
launched,positive,1.63,246
law,negative,2.036,1778
laws,negative,1.807,583
lazy,negative,1.593,205
lead,positive,1.98,1357
leader,positive,1.869,790
leaders,positive,1.886,856
leadership,positive,1.819,618
leading,positive,1.919,1008
leads,positive,1.771,489
league,positive,1.975,1326
leagues,positive,1.532,152
leak,negative,1.492,125
leaked,negative,1.61,223
leaks,negative,1.414,85
leaky,negative,1.671,300
learn,positive,2.011,1578
learned,positive,1.76,464
learning,positive,1.869,789
learnt,positive,1.649,270
leave,negative,2.117,2644
leaves,negative,1.718,378
leaving,negative,1.885,851
legal,positive,1.908,954
legally,positive,1.572,185
legend,positive,1.503,132
legislation,positive,1.584,196
legitimate,positive,1.58,192
leisure,positive,1.711,365
lesson,positive,1.593,205
lessons,positive,1.691,331
lethal,negative,1.735,410
liability,positive,1.789,534
liar,negative,1.689,327
liars,negative,1.555,170
liberal,negative,1.628,243
liberals,negative,1.475,115
libertarian,negative,1.568,181
liberties,positive,1.67,298
liberty,positive,1.69,329
licitly,positive,1.468,111
lie,negative,2.057,1972
lied,negative,1.856,741
lien,negative,1.491,124
lies,negative,2.088,2299
life,positive,2.376,9362
lifelong,positive,1.52,143
lifes,positive,1.528,149
lifesaving,positive,1.73,400
lifestyle,positive,1.658,281
lifetime,positive,1.636,253
lifted,positive,1.618,232
lifting,positive,1.468,111
light,positive,1.942,1125
lights,positive,1.561,175
liked,positive,1.625,239
likelihood,positive,1.732,405
likely,positive,2.309,6736
likes,positive,1.801,566
limit,negative,1.853,730
limited,negative,1.89,872
limiting,negative,1.625,240
limits,negative,1.665,291
link,ambiguous,1.976,1328
linked,ambiguous,1.864,769
links,ambiguous,1.807,582
little,positive,2.272,5634
live,positive,2.225,4467
lived,positive,1.737,415
lives,positive,2.265,5444
living,positive,2.106,2508
load,negative,1.934,1085
loads,negative,1.927,1048
lobbying,negative,1.453,103
local,positive,2.155,3187
lock,negative,2.003,1516
lockdown,negative,2.789,69811
lockdowns,negative,2.241,4833
locked,negative,1.947,1157
locking,negative,1.84,686
locks,negative,1.421,88
logic,positive,1.927,1045
logical,positive,1.709,361
logistics,positive,1.573,186
lol,positive,2.143,3001
londonprotest,negative,1.593,205
lonely,negative,1.518,142
longcovid,negative,1.646,265
longer,negative,2.139,2946
longerterm,negative,1.482,119
longterm,negative,1.784,521
looming,negative,1.574,187
looms,negative,1.464,109
loons,negative,1.649,270
loose,negative,1.648,268
loosing,negative,1.461,107
lose,negative,2.003,1518
losing,negative,1.892,881
loss,negative,1.915,988
lost,negative,2.181,3614
lottery,negative,1.505,133
loud,negative,1.609,222
loudly,negative,1.62,234
love,positive,2.233,4658
loved,positive,2.06,2002
lovely,positive,1.993,1448
lovers,positive,1.559,173
loves,positive,1.657,280
loving,positive,1.721,383
low,positive,2.207,4106
lower,positive,2.123,2721
lowers,positive,1.541,159
lowest,positive,1.821,623
luck,positive,2.009,1563
luckily,positive,1.772,491
lucky,positive,2.011,1579
lump,negative,1.472,113
lunatic,negative,1.531,151
lung,negative,1.705,355
lungs,negative,1.725,391
lying,negative,1.993,1445
lymph,negative,1.592,204
machine,ambiguous,1.662,287
mad,negative,1.949,1163
madness,negative,1.852,725
magic,positive,1.774,495
magical,positive,1.582,194
magically,positive,1.489,123
main,positive,2.0,1496
mainly,positive,1.828,646
mainstream,negative,1.72,381
maintain,positive,1.652,274
major,positive,1.992,1434
majority,positive,2.162,3301
makers,positive,1.698,342
makes,positive,2.253,5138
making,positive,2.28,5859
malaria,negative,1.577,189
manage,positive,1.862,764
manageable,positive,1.511,137
managed,positive,1.97,1292
management,positive,1.727,395
manager,positive,1.78,512
managers,positive,1.605,217
managing,positive,1.628,243
mandate,negative,2.116,2630
mandating,negative,1.712,366
mandatory,negative,2.174,3491
manipulated,negative,1.603,215
mankind,positive,1.445,99
manufacturers,positive,1.772,492
manufacturing,positive,1.691,330
mark,negative,1.967,1273
market,negative,1.922,1021
marketing,negative,1.676,307
marks,negative,1.546,163
married,positive,1.544,161
mask,positive,2.335,7644
masked,positive,1.739,418
masking,positive,1.715,372
masks,positive,2.317,6999
mass,negative,2.124,2738
masses,negative,1.612,225
massive,negative,1.975,1320
massively,negative,1.833,663
match,positive,1.931,1066
matches,positive,1.713,368
mate,positive,2.125,2745
mates,positive,1.818,616
matrix,negative,1.529,150
max,ambiguous,1.805,576
maximum,ambiguous,1.668,296
mean,ambiguous,2.279,5825
meaning,positive,1.849,717
meaningful,positive,1.531,151
meaningless,negative,1.534,153
means,ambiguous,2.227,4526
meant,positive,2.019,1640
measles,negative,1.862,761
measure,negative,1.862,761
measured,negative,1.515,140
measures,negative,2.209,4141
med,positive,1.625,239
media,ambiguous,2.239,4804
medias,ambiguous,1.38,72
medic,positive,1.529,150
medical,positive,2.3,6461
medically,positive,1.704,352
medication,positive,1.846,706
medications,positive,1.64,258
medicine,positive,1.957,1213
medicines,positive,1.798,557
medics,positive,1.662,287
meds,positive,1.73,401
meet,positive,1.953,1189
meeting,positive,2.016,1616
meetings,positive,1.766,476
mega,negative,1.535,154
member,positive,1.936,1094
members,positive,1.976,1331
meme,negative,1.655,277
memes,negative,1.551,167
memories,positive,1.584,196
memory,positive,1.711,365
menstrual,negative,1.489,123
mental,positive,2.102,2463
mentality,positive,1.539,157
mentally,positive,1.704,353
mention,positive,2.009,1565
mentioned,positive,1.888,865
mentioning,positive,1.537,156
mentions,positive,1.563,177
merck,ambiguous,1.651,272
merry,positive,2.009,1560
merrychristmas,positive,1.507,134
mess,negative,1.863,766
message,positive,2.084,2250
messages,positive,1.825,637
messaging,positive,1.806,581
messed,negative,1.586,198
method,ambiguous,1.618,231
methods,ambiguous,1.518,142
microchip,negative,1.697,341
microchips,negative,1.569,182
mild,positive,2.245,4947
milder,positive,1.996,1466
mildly,positive,1.589,201
military,negative,1.788,532
mince,negative,1.511,137
mind,positive,2.126,2761
minded,positive,1.553,168
minds,positive,1.758,459
mindset,ambiguous,1.511,137
minimal,negative,1.752,446
minimise,negative,1.633,249
minimising,negative,1.455,104
minimum,negative,1.776,502
minister,negative,2.034,1762
ministers,negative,1.859,751
ministry,negative,1.607,219
minor,positive,1.762,468
minorities,negative,1.487,122
minority,negative,1.846,704
miracle,positive,1.729,399
miserable,negative,1.671,300
misery,negative,1.6,212
misinformation,negative,2.013,1594
misleading,negative,1.801,565
miss,negative,1.992,1440
missed,negative,1.976,1328
missing,negative,1.966,1266
mist,negative,1.16,24
mistake,negative,1.762,467
mistakes,negative,1.606,218
mit,positive,1.744,428
mitigate,negative,1.63,245
mitigation,negative,1.712,366
mitigations,negative,1.811,594
mix,positive,1.911,968
mixed,positive,1.779,508
mixing,positive,1.866,779
moan,negative,1.649,269
moaning,negative,1.741,422
model,negative,1.79,536
modelling,negative,1.727,395
models,negative,1.728,397
moderate,negative,1.532,152
modern,ambiguous,1.722,385
moderna,ambiguous,2.519,18801
modernas,ambiguous,1.605,217
modified,negative,1.556,171
mom,positive,1.735,410
mongering,negative,1.701,348
monitor,positive,1.514,139
monitored,positive,1.397,78
monitoring,positive,1.637,254
monkey,negative,1.463,108
monoclonal,negative,1.634,250
mood,negative,1.635,251
moral,negative,1.796,552
morally,negative,1.54,158
moron,negative,1.608,220
moronic,negative,1.569,182
morons,negative,1.771,489
mortality,negative,1.922,1023
mother,positive,1.905,939
mothers,positive,1.574,187
motivation,positive,1.527,148
move,positive,2.032,1749
moved,positive,1.819,618
movement,positive,1.846,706
moves,positive,1.598,210
moving,positive,1.864,771
mucosal,negative,1.781,514
mum,positive,2.052,1930
mumps,negative,1.627,242
mums,positive,1.655,277
muppets,negative,1.494,126
murder,negative,1.64,258
murdered,negative,1.457,105
muscle,negative,1.724,389
muscles,negative,1.457,105
music,positive,1.861,758
mutant,negative,1.453,103
mutate,negative,1.856,740
mutated,negative,1.682,317
mutates,negative,1.686,322
mutating,negative,1.685,321
mutation,negative,1.801,565
mutations,negative,1.917,998
mute,negative,1.487,122
myocarditis,negative,2.071,2115
myths,negative,1.496,127
naive,negative,1.534,153
nano,negative,1.497,128
nanoparticle,negative,1.378,71
nanoparticles,negative,1.391,76
nasty,negative,1.791,540
nation,positive,1.931,1070
national,positive,2.101,2450
nations,positive,1.916,994
natural,positive,2.223,4437
naturally,positive,1.755,452
nature,positive,1.899,912
natures,positive,1.479,117
nausea,negative,1.615,228
nazi,negative,1.649,270
nazis,negative,1.56,174
nearly,ambiguous,2.081,2214
necessarily,positive,1.744,428
necessary,positive,1.977,1339
needed,negative,2.254,5153
needing,negative,1.844,697
needle,negative,1.851,722
needles,negative,1.925,1039
needs,negative,2.265,5428
neg,negative,1.673,303
negative,negative,2.164,3330
negligible,negative,1.441,97
neither,negative,1.934,1085
